Survey,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_9,Q14_10,Q15_1,Q15_3,Q17_1,Q17_2,Q18_1,Q19.1_1,Q19.1_2,Q19.2_1,Q19.2_2,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q13b_1,Q13b_2,Q13b_3,Q13b_4,Q13b_5,Q13b_6,Q13b_7,Q13b_8,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Continent,Q10,NAvsNonNA,Q5,Q5b,Q1,Q4,Q3_1,Q3_2,AgeCategory
2, , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,2,2,2,1, , , , , , , , ,2,2,2,2,2,2,2,2,1,2,2,2,1,33, ,1,3, , ,3
2,4,2,2,4,2,2,2,4,4,2,2,3,1,2,1,1,1,5,4,5,5,5,1,2,1,2,2,2,2,1,5,5,5,1,4,5,2,5,1,1,2,1,2,2,2,1,2,2,2,2,1,33, ,1,3, , ,2
2,5,5,5,5,5,5,6,3,5,4,1,1,5,5,5,5,5,4,3,5,5,5,2,2,2,1,2,2,2,2,4,5,4,2,4,5,4,4,2,2,2,2,2,2,2,2,1,2,2,3,1,33, ,1,4, , ,3
2,4,1,1,1,1,4,1,2,5,2,1,1,1,1,1,1,1,5,5,5,5,5,1,1,2,1,1,2,2,2,5,5,5,2,1,5,3,5,2,2,2,2,2,2,2,1,2,1,2,2,1,33, ,1,4, , ,3
2,4,2, ,4,1,4,3,3,5,4,3,3,6,5,1,6,6,4,4,5,5,5,2,2,2,2,2,2,2,2,4,4,1,4,3, ,5,3,2,2,2,2,2,2,2,2,1,2,2,1,1,33, ,1,13, , ,3
2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,1,2,2,2,2,2,1,2,54,4,9, , ,2
2,5,4,4,4,4,4,6,5,3,1,6,6,6,6,6,6,6,5,4,5,5,5,2,1,1,2,2,2,1,1,5,5,1,5,6,6,6,4,2,2,2,2,2,2,2,2,1,2,2,1,1,183,25,3,9, , ,2
2,5,1,2,4,1,3,6,3,1,1,3,4,1,6,4,6,4,3,1,5,5,5,2,1,2,2,2,2,2,2,2,1,1,3,6,2,5,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2, ,1,5, , ,1
2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,1,2,2,2,2,1,33, ,1,4, , ,1
2,5,4,4,5,3,5,6,5, , , , , , , , , , , , , , ,2,2,1,2,2,2,2,2, , , , , , , , ,2,2,2,2,2,2,2,2,1,2,2, ,1,33, ,1,13, , ,1
2,5,5,5,5,5,5,3,3,5,5,1,1,2,4,4,3,3,5,2,4,3,3,2,2,1,2,2,2,2,1,5,5,5,1,5,5,5,5,2,2,2,2,2,2,2,2,1,2,2,1,1,2,6,1,8, , ,1
2,4,3,5,3,3,4,3,3,6,1,6,6,1,1,6,1,1,3,3,6,6,4,2,2,2,2,2,1,2,2,6,6,6,6,6,6,5,6,2,2,2,2,2,2,2,2,1,2,2,2,1,33, ,2,2, , ,1
2,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,4,4,4,5,4,4,4,2,2,2,2,2,1,1,1,5,5,3,4,5,5,5,5,1,1,2,2,2,2,2,1,2,2,2,2,1,2,6,1,1, , ,1
2,5,3,4,5,2,4,3,4,3,3,3,2,2,1,1,4,3,1,1,4,5,4,2,2,2,2,2,2,1,2,3,4,2,4,3,4,5,2,2,2,2,2,2,2,2,2,1,2,2,3,1,2,41,1,5, , ,1
2,4,5,4,5,5,5,5,5,1,1,3,5,3,3,3,3,3,4,4,4,4,3,2,2,2,2,2,1,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,2,2,2,1,2,42,1,3, , ,1
2, , , , , , , , ,4, ,6,6,6,6,6,6,6,4,3,3,4,4,2,2,2,1,2,2,2,2,4,4,2,6, , , , ,2,2,2,2,2,2,2,2,1,2,2,1,1,33, ,1,4, , , 
2,3,2,3,4,2,3,3,4,4,3, , ,2,1,1, , ,4,3,4,4,4,2,2,1,2,2,2,2,2,3,5,2,3,1,4,4,3,2,2,2,2,2,2,2,2,1,2,2, ,1,33, ,1,7, , ,3
2,3,5,3,4,3,5,3,3, , ,1,1,1,1,1,1,1,5,3,1,1,3,1,2,2,1,1,2,1,2,5,5,5,3,3,3,3,3,2,2,2,2,2,2,2,2,1,2,2,2,1,33, ,1,4, , ,1
2,4,5,4,4,4,5,6,4,3,3,3,3,4,6,6,6,6,3,4,4,5,4,1,2,1,2,2,2,1,1,4,4,2,3,3,3,5,5,2,2,2,2,2,2,2,2,1,2,2,2,1,33, ,1,3, , ,2
2,5,5,5,5,4,5,4,5,5,2,5,5,5,5,4,5,3,5,3,4,4,4, , , , , , , , ,5,5,4,4,4,5,4,3,2,2,2,2,2,2,2,2,1,2,2,1,1,2,54,1,3, , , 
2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,1,2,2,1,1,33, ,1,3, , ,1
2,4,4,5,5,5,4,4,3,2,1, , , , , , , , , , , , ,2,2,2,2,2,1,2,2, , , , , , , , ,2,2,2,2,2,2,2,2,1,2,2,2,1,2,4,1,4, , ,1
2,4,2,2,2,1,2,2,2,4,1,3,3,1,2,3,3,2,2,1,5,5,5,2,2,2,2,1,2,1,2,3,2,2,4,1,2,4,6,2,2,2,2,2,2,2,2,1,2,2,1,1,2,23,2,9, , ,2
2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,1,2,2,2,1,2,4,1,1, , ,1
2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,1,2,2,3,1,2,23,2,9, , ,3
2,3,5,2,3,3,4,3,3,5,5,3,1,1,1,1,1,1,5,4,5,5,5,2,2,1,1,2,1,2,1,5,5,5,4,3,5,5,5,2,2,2,2,2,2,2,2,2,1,2,2,1,2,6,1,11, , ,3
2, , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,2,1,2,1, , , , , , , , ,2,2,2,2,2,2,2,1,2,2,2,2,1,2,10,4,9, , ,1
2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,1,2,2,1,1,2,10,4,14, , ,1
2,5,5,5,5,4,5,5,5,5,5,5,5,5,5,3,5,5,5,4,3,5,5, , , , , , , , ,4,5,5,3,2,5,5,5,1,2,1,1,1,1,2,2,2,2,2,2,1,2,23,5,13, , ,2
2,5,4,4,2,4,2,2,2,5,5,2,2,4,2,4,4,4,5,5,4,4,3,2,2,2,2,2,2,2,1,5,5,5,2,4,5,5,5,1,1,2,1,1,1,2,2,2,2,2,2,1,2,35,1,3, , ,1
2,4,2,2,2,2,2,6,2,4,4,1,1,1,1,1,2,2,4,3,5,5,4,2,2,2,1,2,2,2,2,5,4,2,5,2,4,5,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,44,1,4, , ,2
2,3,3,2,2,1,4,2,2,4,1,1,2,1,2,1,4,4,5,4,4,5,5,2,2,2,2,2,1,2,1,5,5,4,3,4,5,5,5,2,2,2,2,1,2,2,2,2,2,2,1,1,33, ,1,8, , ,2
2,5,5,4,3,3,4,3,5,5,5,1,1,1,5,1,4,2,4,3,4,5,5, , , , , , , , ,4,2,1,5,3,5,5,4,2,2,2,2,2,2,2,2,1,2,2,1,1,2,4,1,4, , , 
2,4,4,4,2,5,1,4,3,5,5,1,1,2,2,4,3,2,5,5,1,1,5, , , , , , , , ,5,5,5,4,4,5,3,5,1,1,2,1,2,2,2,2,2,2,2,3,1,2,23,2,9, , ,1
2,4,3,1,4,1,4,1,1,3,1,1,1,1,1,1,1,1,5,4,2,2,5,2,1,2,1,2,2,2,2,5,5,2,3,3,5,5,6,2,2,2,2,2,2,2,2,1,2,2,2,1,2,40,1,1, , ,1
2,4,4,4,4,3,4,3,4,5,4,4,4,5,5,1,1,3,3,1,5,5,5, , , , , , , , ,5,5,4,4,5,5,5,4,2,2,2,2,2,2,2,2,2,1,2,1,1,2,10,2,1, , ,3
2,4,4,2,2,1,4,1,1,4,4,4,1,5,4,1,4,1,4,4,5,5,4,2,2,1,2,1,1,1,1,5,5,2,4,1,5,4,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,35,1,10, , ,1
2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,1,2,2, ,1,183,6,1,8, , ,1
2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,1,1,183,41,1,1, , ,1
2,5,4,4,4,4,5,3,5,3,1, , , , , , , , , , , , ,2,2,2,1,2,2,1,2, , , , , , , , ,2,2,2,2,2,2,2,2,1,2,2,3,1,2,6,1,5, , ,1
2,4,4,3,4,3,4,3,4,3,6,3,3,3,3,3,3,3,4,4,4,4,3,2,2,2,2,2,2,2,2,4,3,6,3,3,4,4,3,2,2,2,2,2,2,2,2,1,2,2,2,1,33, ,1,4, , ,1
2,4,2,1,4,2,4,3,3,4,3,6,6,6,4,2,6,6,4,3,4,4,4,2,2,2,1,2,1,2,2,4,4,1,4,5,5,5,4,2,2,2,2,2,2,2,2,1,2,2,3,1,33, ,1,1, , ,3
2,4,4,4,4,1,2,2,4,4,4,2,2,3,3,3,5,1,5,4,5,5,5,2,2,1,2,2,2,2,2,5,4,4,4,4,5,5,4,2,2,2,2,1,2,2,2,2,2,2,2,1,33, ,1,3, , ,1
2,4,4,3,4,4,4,2,2,5,4,1,1,1,1,1,1,1,3,2,4,4,4,2,1,2,1,2,2,2,2,4,5,4,2,4,5,5,4,2,2,2,2,2,2,2,2,2,1,2, ,1,33, ,1,4, , ,3
2,4,2,3,4,3,2,3,2,5,5,1,1,1,4,1,1,1,3,3,3,3,3,2,2,1,1,1,2,2,2,5,4,1,4,3,4,5,3,2,2,2,2,2,2,2,2,1,2,2, ,1,2,47,2,9, , ,1
2,4,4,5,4,3,5,1,2,4,2,4,4,3,2,2,4,4,4,5,3,3,6,2,2,2,1,2,2,2,2,5,2,5,3,2,5,5,5,2,2,2,2,2,2,2,2,1,2,2,2,1,183,42,1,9, , ,2
2,5,1,1,1,1,4,1,1,4,4,1,1,1,1,1,1,1,4,3,4,4,4,2,2,2,1,2,2,2,2,4,4,6,4,2,4,5,4,2,2,2,2,2,2,2,2,1,2,2,1,1,33, ,1,2, , ,3
2,5,4,4,5,5,4,2,4,5,5,3,5,4,5,5,3,5,5,3,4,5,5, , , , , , , , ,5,5,5,2,5,5,5,5,2,1,2,2,2,2,2,2,2,2,2, ,1,33, ,1,13, , ,3
2,5,4,4,4,3,5,3,3,3,4,4,4,3,6,6,5,5,5,6,6,5,6,2,2,2,2,2,2,2,2,5,5,5,3,5,5,5,5,2,2,2,2,2,2,2,2,1,2,2,1,1,2,26,1,1, , ,1
2,2,2,1,2,1,2,1,1,4,3,1,1,2,4,1,1,1,3,4,4,4,4,1,2,2,1,1,2,2,2,4,5,2,4,1,4,4,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,6,1,5, , ,3
2,4,4,4,2,4, ,4,4,4,4,4,4,4,4,2,4,4,5,5,3,3,4,2,2,2,2,2,1,2,2,5,4,4,4,5,4,5,4,2,2,2,2,2,2,2,2,1,2,2,3,1,33, ,1,4, , ,3
2,5,4,5,5,3,5,3,3,3,4,4,3, , , , , , , , , , ,2,1,2,2,2,2,2,2, , , , , , , , ,2,2,2,2,2,1,2,1,2,2,2,2,1,33, , ,2, , ,3
2,4,4,3,4,1,5,3,4,5,4,1,1,1,4,4,5,4,5,4,4,4,4,2,2,2,2,2,2,2,1,5,4,5,1,4,5,4,5,2,2,2,2,2,2,2,2,1,2,2,1,1,33, ,1,4, , ,1
2,4,4,4,4,2,5,2,4,5,4,4,3,2,4,3,3,3,5,4,5,5,5,2,2,2,2,2,2,2,1,5,5,5,4,4,5,5,5,2,2,2,2,1,2,2,2,2,1,2,1,1,33, ,1,2, , , 
2,5,4,5,5,4,5,3,3,5,5,1,1,1,1,1,1,1,5,5,4,4,6,2,2,1,1,2,2,2,1,5,5,4,4,5,5,5,6,2,2,2,2,2,2,2,2,1,2,2,3,1,2,6,1,3, , , 
2,5,4,5,5,5,5,3,4,5,4,5,5,3,5,5,4,4,4,3,3,2,3, , , , , , , , ,5,5,5,1,4,5,4,1,2,2,2,2,1,2,2,2,2,2,2,2,1,33, ,1,4, , ,2
2,4,5,4,5,4,5,5,5,3,1,4,4,5,5,5,5,6,4,4,3,2,5,2,2,2,2,2,2,2,2,4,5,3,6,6,3,5,5,2,2,2,2,2,1,2,2,2,2,2,2,1,2,6,2,8, , ,2
2,4,1,4,4,2,4,4,4,3,2,1,1,2,4,1,4,1,5,4,5,5,5,1,2,2,2,2,2,2,1,5,5,4,3,3,5,5,5,2,2,2,2,2,2,2,2,2,2,2,1,1,2,33,1,3, , ,3
2,5,4,4,4,3,5,3,4,5,4,3,3,3,2,1,3,1,2,1,3,4,3, , , , , , , , ,1,1,1,1,3,3,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,10,4,10, , ,3
2,5,3,5,4,4,5,4,5,5,4,3,4,3,3,3,3, ,3,3,4,4,5, , , , , , , , ,5,4,4,5,3,5,5,5,2,2,2,1,2,2,2,2,2,2,2,2,1,33, ,1,11, , ,1
2,5,4,4,4,4,4,2,2,4,2,4,2,2,2,2,2,2,4,4,4,4,4,1,2,2,1,2,2,2,1,4,4,4,3,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,52,2,9, , , 
2,5,5,5,5,5,5,5,5,5,2,5,1,1,4,1,5,1,6,6,6,6,6,2,2,2,2,2,2,2,1,5,5,3,5,5,5,5,5,2,2,2,2,2,2,2,2,1,2,2,2,1,2,12,1,3, , ,3
2,4,5,5,5,4,3,4,3,3,1,5,4,5,4,4,4,4,5,4,5,5,5,1,2,2,2,2,2,2,2,5,4,6,4,6,6,4,4,2,2,2,2,2,1,2,2,2,2,2, ,1,2,43,1,3, , ,2
2,2,1,2,2,1,4,3,1,5,5,1,1,1,1,1,2,1,5,4,4,4,5, , , , , , , , ,5,5,5,2,4,5,5,5,2,2,2,2,1,2,1,2,1,2,2,2,1,33, ,1,4, , ,2
2,4,4,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,4,3,2,1,1,2,2,2,2,2,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,46,2,9, , ,3
2,2,4,2,3,3,4,3,3,4,4,3,4,4,3,4,5,4,4,4,5,5,4,1,2,2,2,1,2,2,2,4,4,3,4,4,4,5,5,2,2,1,2,2,2,1,2,2,2,2,1,1,183,6,1,5, , ,2
2,4,5,4,4,4,4,4,4,4,1,4,5,5,5,5,5,4,5,4,5,4,4,2,1,2,2,2,2,2,2,3,5,2,5,4,4,5,5,2,2,2,2,2,2,1,2,2,2,2,2,1,2,56,1,4, , ,3
2,2,5,5,4,2,4,4,4,5,2,1,1,6,2,1,1,1,4,4,5,5,4,2,1,1,2,2,2,1,2,4,5,4,4,4,5,5,5,2,2,2,2,2,2,1,2,2,2,2,2,1,2,32,2,9, , ,2
2,3,3,3,3,2,3,3,2,5,5,1,1,1,1,1,1,1,5,4,5,4,4, , , , , , , , ,5,5,4,4,2,5,4,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,20,1,2, , ,2
2,4,3,4,3,3,2,2,2,4,4,4,4,2,4,4,4,4,4,3,4,4,3,2,2,2,2,2,2,2,2,5,5,4,5,2,4,5,5,1,2,2,1,2,2,2,2,2,1,2,2,1,2, ,2,9, , ,1
2,4,3,3,5,2,3,1,1,4,1,5,5,2,5,4,1,1,5,5,4,5,3,2,2,2,1,2,2,1,1,4,3,6,3,5,5,5,5,2,2,2,1,2,2,2,1,2,1,2,1,1,2,7,3,10, , ,3
2,4,1,2,1,1,2,2,2, ,5,1,1,1,1,1,1,1,5,5,1,1,6,2,1,2,1,2,2,2,2,5,5,5, ,1,5,6,5,2,2,2,2,2,2,2,2,1,2,2, ,1,2,4,1,8, , ,3
2,4,3,5,4,4,4,4,3,5,5,5,5,4,4,4,4,4,4,4,3,4,3,2,1,2,1,2,2,2,1,5,5,4,5,4,5,5,5,2,2,2,2,2,2,2,2,2,1,2,2,1,33, ,1,3, , ,1
2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,1,1,2,35,3,1, , ,2
2,3,3,2,4,2,4,2,3,4,3,5,5,4,5,4,1,1,5,4,4,5,5,1,1,2,2,1,2,1,2,5,5,4,4,3,5,5,4,2,2,2,2,2,1,1,2,2,2,2,2,1,2,56,1,9, , ,1
2,4,4,4,3,4,2,3,3,4,2,4,4,2,3,2,4,3,3,6,5,5,5,2,2,2,2,2,2,1,1,4,5,1,6,5,3,4,4,1,2,2,2,2,2,2,2,2,2,2,2,1,2,16,1,5, , ,2
2,4,3,4,4,3,4,4,4,5,5,4,2,3,4,2,4,2,4,3,3,4,3,1,1,1,1,2,2,2,1,4,5,4,3,4,5,4,4,2,2,2,2,1,1,2,2,2,2,2,1,1,33, ,1,8, , ,1
2,5,2,5,4,3,5,5,5,2,1,4,6,2,4,2,4,4,5,4,4,4,3,2,2,1,1,2,2,1,2,4,4,3,3,4,4,4,4,2,2,2,2,2,2,2,2,1,2,2,1,1,2,35,1,5, , ,3
2,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,5,3,3,2,3, , , , , , , , ,4,4,4,4,3,4,5,4,2,2,1,1,1,1,2,2,2,2,2, ,1,2,15,1,4, , ,1
2,4,4,4,2,4,4,3,3,4,3,4,4,1,4,2,4,2,4,4,5,5,5,2,2,2,2,2,2,2,2,5,4,2,5,2,5,5,5,2,2,2,2,2,2,2,1,2,1,2,1,1,183,4,1,4, , ,3
2,4,4,4,5,4,5,3,3,4,4,4,4,4,4,1,3,3,4,4,4,4,4,2,2,1,2,2,2,2,2,5,5,4,5,4,5,5,5,2,2,2,2,1,1,2,2,2,2,2,1,1,33, ,1,13, , ,1
2,4,4,4,4,5,5,4,4,4,4,4,5,4,5,4,4,4,4,4,5,5,5,2,2,2,1,2,2,1,1,4,3,1,4,4,5,5,4,2,2,2,2,2,2,2,1,2,2,2,1,1,33, ,5,10, , ,3
2,1,2,2,2,2,3,3,4,4,3,2,2,3,4,4,4,4,4,4,4,4,4, , , , , , , , ,4,4,3,4,4,4,4,3,2,2,2,2,2,1,2,2,2,2,2, ,1,33, ,1,4, , ,3
2,4,3,2,3,2,4,2,1,4,3,4,3,1,3,3,2,2,4,4,4,4,5,1,2,2,1,2,2,2,1,4,4,3,4,2,4,4,4,2,2,2,2,2,2,2,2,2,2,2,1,1,2,33,1,2, , ,1
2,4,4,6,4,4,4,6,4,4,1,6,6,1,1,1,1,1,5,5,5,5,5,1,1,2,2,1,2,2,2,5,5,4,5,5,5,5,5,2,2,2,2,2,2,2,2,1,2,2,2,1,2,33,1,9, , ,3
2,2,3,2,1,2,4,2,1,5,4,2,4,3,4,4,5,4,5,4,4,4,5,1,2,2,1,2,2,1,2,5,5,5,3,1,5,5,5,2,2,2,2,1,2,2,2,2,2,2,2,1,33, ,1,13, , ,3
2,5,2,4,5,2,3,2,4,5,5,1,1,2,5,3,2,2,4,4,5,5,5,1,1,2,1,1,2,1,2,2,5,1,5,4,5,5,5,2,2,2,2,2,2,2,1,2,2,2, ,1,33, ,1,4, , ,1
2,4,2,2,4,2,4,1,1,4,4,2,2,4,1,1,4,4,4,3,4,4,4,1,2,1,1,2,2,2,2,5,5,4,4,2,4,4,4,2,2,2,1,2,1,2,1,2,2,2,2,1,33, ,1,10, , ,3
2,4,4,3,4,2,4,3,3,4,4,1,1,1,2,1,2,1,3,3,4,4,4,1,1,2,1,1,1,2,1,4,3,3,4,2,3,5,4,2,2,2,2,2,2,2,1,2,1,2,2,1,33, ,1,4, , ,1
2,5,1,5,1,1,2,2,3,5,5,5,5,3,5,3,5,3,5,5,5,5,1, , , , , , , , ,5,5,5,3,2,5,4,4,2,1,1,1,1,1,1,2,1,2,2,1,1,33, ,1,4, , ,1
2,4,2,4,5,4,5,2,2,5,2,1,1,1,3,1,3,1,4,4,5,5,5,2,2,2,1,2,2,2,2,4,4,3,4,2,5,5,6,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,3,13, , ,2
2,4,1,1,2,1,4,1,1,5,1,1,1,1,1,1,1,1,5,2,2,4,4, , , , , , , , ,5,5,5,2,2,5,5,1,2,2,2,2,2,2,2,2,1,2,2, ,1,2,17,1,4, , , 
2,4,4,4,4,3,4,3,3,4,2,4,2,2,2,2,4,4,4,5,5,5,5,2,2,2,1,2,2,2,2,4,5,1,5,4,4,5,5,2,2,2,2,2,2,2,1,2,1,2,2,1,2,24,3,10, , ,2
2,3,4,3,4,4,4,2,2,4,4,6,4,4,4,4,4,4,4,4,5,4,4,2,2,2,2,2,2,2,1,4,4,3,5,4,4,5,4,2,2,2,2,2,2,2,2,2,1,2,2,1,33, ,1,4, , ,2
2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,1,2,2,2,2,2,2,2,1,1,33, ,1,13, , ,1
2,4,3,3,4,4,3,3,3,4,4,3,3,2,4,4,1,1,5,4,4,4,2,2,2,2,1,1,2,1,2,4,4,4,3,3,4,2,5,2,2,2,2,2,2,2,2,1,2,2,2,1,33, ,1,13, , ,1
2,4,4,4,5,5,3,3,3,5,5,4,4,5, , , , , , , , , ,2,2,2,1,2,2,2,2, , , , , , , , ,2,2,2,2,2,2,2,1,2,2,2,3,1,33, ,1,4, , ,2
2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,1,2,2,2,1,33, ,5,13, , ,1
2,3,4,4,3,4,4,4,4,5,5,4,4,4,4,4,4,4,5,5,5,5,5,2,2,2,2,2,2,2,2,5,3,2,3,2,5,4,5,2,2,2,2,1,1,2,2,2,2,2, ,1,33, ,1,3, , ,1
2, , , , , , , , , , , , , , , , , , , , , , ,2,1,2,1,1,2,2,2, , , , , , , , ,2,2,2,2,1,2,2,2,2,2,2,2,1,33, ,1,4, , ,1
2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,1,2,2,2,2,2,1,1,33, ,1,13, , ,1
2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,2,1,1,2,2,2,2,3,1,2,3, ,3,9, , ,2
2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,1,1,2,2,2,3, ,2,129, ,2,9, , ,1
2,4, , , , , , , ,4, , , , , , , , , , , , , ,2,2,1,1,2,1,2,2, , , , , , , , ,2,2,2,2,2,2,2,2,2,2,3,2,2,88, ,1,4, , ,1
2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,1,2,3,1,2,82, ,2,5, , ,1
2,5,5,4,5,4,5,4,4,5,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,1,1,2,2,2,3,2,2,80, ,1,9, , ,3
2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2,82, ,1,9, , ,3
2,5,3,4,5,5,5,5,5,5,5,4,3,3,5,5,3,3, , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,3,1,2,82, ,1,9, , ,3
2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,1,2,3, ,2,172, ,1,1, , ,1
2, , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2, , , , , , , , ,2,2,2,2,2,2,1,2,2,2,3,3,2,38, , ,9, , ,1
2,2,4, ,4,4,4,2,4,5,3,4,5,2,2,3,1,1,5,5,5,5,1,2,1,2,2,2,2,2,2,5,4,2,6,5,5,5,5,2,2,2,1,2,1,1,1,2,2,3,2,2,38, ,1,2, , ,1
2,3,1,3,4,4,4,4,1,4,4,1,1,1,1,1,1,1,5,1,1,5,6,2,1,2,2,2,2,2,2,5,5,5,2,1,5,4,5,2,2,2,2,2,2,1,2,2,2,3,2,2,155, ,1,9, , ,1
2,4,4,4,5,4,4,3,3,5,5,4,4,5,5,5,5,3,4,4,5,5,5,2,2,1,2,2,2,2,2,5,5,4,4,4,4,5,5,2,2,2,2,2,2,2,2,2,1,3,2,2,38, ,1,2, , ,3
2, , , , , , , , , , , , , , , , , , , , , , ,2,2,2,1,2,2,2,2, , , , , , , , ,2,2,2,2,2,2,2,2,1,2,3,3,2,80, ,5,13, , ,3
2,4,4,4,4,4,4,4,4,5,5, , , , , , , , , , , , ,2,2,1,1,2,2,2,2, , , , , , , , ,2,2,2,1,2,1,2,2,2,2,3,3,2,38, ,1,2, , ,3
2,5,4,6,3,3,3,6,6,5,3,1,5,2,2,5,1,1,3,1,5,5,5,2,2,2,2,2,2,2,2,5,5,5,3,4,5,3,3,2,2,2,2,2,2,2,2,1,2,3,2,2,80, ,1,9, , ,1
2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,1,2,2,2,2,3,1,2,38, ,1,6, , ,2
2, , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,1,2,2, , , , , , , , ,2,2,2,2,2,2,2,2,2,2,3,2,2,38, ,1,4, , ,2
2,4,1,2,4,1,4,1,1,5,4,1,1,1,1,1,1,1,5,5,5,5,5,2,2,2,1,2,2,2,2,5,5,5,2,1,5,5,5,2,2,2,2,2,2,2,2,1,2,3,2,2,139, ,1,2, , ,3
2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4, , , , , , , ,1,2,2,1,2,2,2,2, , , , , , , , ,2,2,2,2,2,1,2,2,2,2,3,1,2,38, ,1,3, , ,3
2,2,3,1,2,1,4,1,1,3,2,1,1,1,3,1,4,2,2,3,4,5,5,2,2,2,2,2,1,2,1,4,2,1,6,4,4,5,5,2,2,2,2,1,2,2,1,2,1,3,1,2,129, ,1,10, , ,1
2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2,88, ,4,9, , ,3
2,5,5,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,1,1,1,2,2,2,3,1,2,38, ,1,5, , ,1
2,4,2,3,4,3,2,2,3,5,4, , , , , , , , , , , , ,2,2,2,1,2,2,2,2, , , , , , , , ,2,2,2,2,2,2,2,2,1,2,3,1,2,80, ,2,5, , ,1
2,4,4,4,5,5,4,5,5,5,5,4,4,4,5,5,5,5,5,5,3,3,5, , , , , , , , ,5,5,4,4,4,5,5,5,2,2,1,2,2,1,2,2,2,2,3, ,2,80, ,1,9, , ,2
2,4,4,4,4,3,4,4,4,4,3,4,4,3,1,6,5,5,5,3,5,5,5,1,2,2,2,2,2,2,2,5,3,1,4,5,5,5,5,2,2,2,2,1,1,1,2,2,2,3,3,2,139, ,1,5, , ,3
2,4,4,3,4,3,5,4,3,5,3,4,4,1,2,1,2,2,4,2,4,4,4,1,1,2,1,2,2,2,2,4,5,4,4,6,5,5,4,2,2,2,2,2,2,2,1,2,2,3,1,2,88, ,2,9, , ,1
