"","16_12_09","06_16_13_1","06_16_13_2","06_16_13_3","06_16_13_4","06_16_13_5","06_16_13_6","06_16_13_7","07_17_14_1","07_17_14_2","07_17_14_3","08_20_16_1","08_20_16_2","08_22_18","09_31_20_1","09_31_20_2","09_31_20_3","09_31_20_4","09_31_20_5","10_32_19_1","10_32_19_2","10_32_19_3","10_32_19_4","10_32_19_5","10_32_19_6","10_32_19_7","10_32_19_8","11_19_15_1","11_19_15_2","11_19_15_3","11_19_15_4","11_19_15_5","11_19_15_6","11_19_15_7","11_19_15_8","11_19_15_9","11_19_15_10","11_19_15_11","work_sector","domain","funding_agency","region","survey_label","dim_1","dim_2","contrib"
"5031",NA,"1","2","2","2","2","2","2","2","5","5","3","3","3","1","2","1","1","3","2","1","3","1","3","1","1","1","1","1","1","1","2",NA,"1","2","1","1",NA,"Academic","Other","Federal/national government","USACanada","S2",0.481665319037037,0.558973721481287,0.00195874539968379
"505","1","2","2","2","1","1","2","2","2","5","3","1","5","4","2","4","1","1","1","1","1","5","1","5","2","2","1","1","1","1","1","2","2","2",NA,"2","1",NA,"Government","Physical science","Federal/national government","USACanada","S2",-0.86778696712252,-0.286808932595801,0.0030051562523633
"5061","1","2","2","1","2","2","2","2","1","1","1","2","2","1","3","4","4","4","3","2","1","1","2","2","1","2","1","1","1","1","1","1","2","1","2","2","1","1","Academic","Physical science","Federal/national government","USACanada","S2",-0.353553190839262,2.74663244718281,0.0275902519246334
"5071","1","2","2","2","2","2","2","2","2","2","3","1","2","2","2","2","1","1","1","2","1","1","5","5","1","1","1",NA,"1","1","1","2","1","1","1","2","2","2","Academic","Natural science","Federal/national government","USACanada","S2",-2.66348736529726,1.64614031171199,0.0352710416499498
"5121","1","1","2","2","1","1","2","2","3","3","2","3","3","5","2","1","1","1","1","1","1","2","3","4","1","1","1",NA,"1","1",NA,"2","2","2","2","2","2","2","Academic","Natural science","Federal/national government","USACanada","S2",-3.34457377225675,-1.03834218964611,0.0441226185404437
"5151","2","2","2","2","1","1","2","2","5","5","5","5","5","5","1","1","1","1","2","1","2","2","5","4","1","3","1","2","1","2","2","2","2","1","2","2","1","2","Non-Profit","Physical science","Other","USACanada","S2",-4.05106150806553,-0.626483376321219,0.0604532079347925
"5161","2","2","2","2","2","2","2","2","3","5","5","4","2","5","2","2","1","1","1","2","1","4","2","2","1","1","1","2","1","1",NA,"2","2","2","1","2","2","2","Government","Natural science","Federal/national government","USACanada","S2",-2.89780618253532,-1.05941447084078,0.0342482216093123
"5171","1","2","2","2","2","2","2","2","2","2","4","1","1","5","1","3","2","2","1","1","1","1","5","5","1","1","1","2","1","1",NA,"2","2","1","1","2","2","2","Academic","Natural science","Federal/national government","USACanada","S2",-3.95226259744476,1.45187254934581,0.0637800621074997
"5181","1","2","2","1","1","2","2","2","2","2","4","5","5","5","4","5","1","1","1","2","3","4","1","2","3","2","4",NA,"1","1",NA,NA,"2","1","2","2","1","1","Academic","Physical science","Federal/national government","USACanada","S2",1.09695132571695,-0.764649078360994,0.00643254306413917
"5201","2","2","2","2","2","2","2","2","2","2","3","2","2","4","2","4","3","3","3","2","1","1","5","3","1","1","3","2","1","1","1","2","1","1",NA,NA,"1",NA,"Academic","Social science","Other","USACanada","S2",-0.0679151346334628,0.364324894026079,0.000494117988223455
"5221","2","2","2","1","2","2","2","2","2","2","3","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1",NA,NA,NA,"1","2","1","1","1","Commercial","Physical science","Corporation","USACanada","S2",1.96741780893414,-1.54963469138138,0.0225647498451427
"5231","2","2","1","1","2","2","1","1","2","2","3","3","3","3","1","2","1","1","1","1","1","5","1","3","3","3","2","1","1","1","1","1","1","1",NA,NA,NA,"1","Academic","Physical science","Federal/national government","USACanada","S2",2.56314493561904,0.638551585108692,0.0251023785642722
"5241","2","2","2","2","1","2","2","2","1","3","3","4","4","3","2","3","2","2","2","2","2","3","3","2","2","2","2","1","1","1","1","1","1","2","1","2","1","2","Academic","Natural science","Other","USACanada","S2",1.67214654899292,-2.21629935658694,0.0277308018029377
"5261","1","2","2","2","2","2","2","1","2","4","3","5","2","4","2","2","1","1","1","2","1","2","1","2","1","1","1",NA,"1","1","2","2","2","1","1","1","2","1","Academic","Information science","Federal/national government","USACanada","S2",-1.2500509636668,-0.18386019422358,0.00574338505408774
"5281","1","2","2","2","2","2","2","2","2","4","4","5","5","5","4","5","2","2","2","1","1","1","5","2","1","1","1","2","1","1","2","2","2","2","2","2","2","2","Academic","Natural science","Federal/national government","USACanada","S2",-4.34800549598171,-0.0345755224296855,0.0680182014959195
"529","2","2","2","2","2","2","2","2","2","1","1","1","1","2","2","3","1","1","3","1","1","1","3","4","1","1","1","2","1","1","2","2","2","2","2","2","1","2","Academic","Social science","Other","USACanada","S2",-3.77976273827915,2.16771765461328,0.0683033464611912
"5301","1","2","2","2","2","2","2","2","2","3","2","1","2","2","1","1","3","3","3","5","1","1","5","2","1","3","1","2","1","1","2","2","2","2","2","2","2","2","Commercial","Physical science","Federal/national government","USACanada","S2",-4.42290991545808,2.99895735799503,0.10273372181064
"5311","1","1","1","2","1","1","2","1","2","4","3","5","5","5","3","3","2","2","2","2","3","3","2","4","3","1","2","2","1","1","1","2","2","2",NA,"2",NA,NA,"Government","Natural science","Federal/national government","USACanada","S2",0.798176423380399,-3.89443489143259,0.0568560298700205
"532","1","2","1","2","2","2","2","1","4","2","1","5","1","1","1","1","1","1","1","1","1","5","1","5","1","1","1","2","1","1","2","2","2","1","2","2","2","1","Academic","Social science","Federal/national government","USACanada","S2",-3.40132062609961,2.76905740222183,0.0692065505361123
"5331","1","2","2","2","2","2","2","2","2","2","2","2","2","3","4","2",NA,"1","1","3","1","1","5","5","1","1","3","2","1","1",NA,"2","2","2","2","2","2","2","Government","Natural science","Federal/national government","USACanada","S2",-3.65165416773542,1.6130116707143,0.0573333504492694
"5341","2","2","2","2","2","2","2","1","4","5","5","5","5","5","4","3","2","1","1","2","4","5","3","2","2","1","1",NA,"1","1",NA,"2","2",NA,"2","1",NA,"2","Commercial","Natural science","State/regional government","USACanada","S2",-0.29248260140626,-1.178177657997,0.00530165507465593
"5391",NA,"2","2","2","2","2","2","1","2","2","3","4","4","4","3","3","3","3","3","2","3","3","3","3","2","3","3","2","1","1",NA,"2","1","2","1","1",NA,"1","Academic","Social science","Federal/national government","USACanada","S2",2.01053441190652,-1.07366542030508,0.0186897534382566
"5411","1","2","2","2","2","2","2","2","2","2","3","1","1","2","1","1","4","3","1","1","1","1","5","4","1","2","1","2","1","1","2","2","2","1","1","2","2","2","Academic","Natural science","Federal/national government","USACanada","S2",-4.20938557685593,2.13852073516449,0.0801992677711323
"5441","1","2","2","2","2","2","2","2","3","4","3","3","5","4","2","3","2","2","1","1","1","2","3","4","2","1","2",NA,"1","1",NA,"2","2","1","2","2","1",NA,"Academic","Physical science","Federal/national government","USACanada","S2",-0.761093148663933,-2.25989575630756,0.0204575809922347
"545","2","2","2","2","2","2","2","2","2","2","3","4","4","4","4","4","1","1","2","2","4","5","2","5","4","1","3","1","1","1","1","1","1","2","1","1","1","1","Academic","Natural science","State/regional government","USACanada","S2",3.34744154191851,0.655458389344673,0.0418584892456645
"5461","1","2","2","2","2","2","2","2","4","5","5","3","2","2","2","4","2","2","1","2","1","1","5","2","1","5","1","2","1","1","2","1","1","2","2","2","2","2","Academic","Natural science","Federal/national government","USACanada","S2",-3.49286324066736,1.41882417668278,0.0511337950397144
"5471","1","2","2","1","2","2","2","2","2","2","3","4","4","5","1","1","2","2","2","1","1","2","3","2","1","2","2",NA,"1","1",NA,NA,"2","2","2","2","2","2","Academic","Natural science","Federal/national government","USACanada","S2",-2.77741214584776,-1.82057326461758,0.0396765742893719
"5491","2","2","2","2","2","2","2","1","2","5","3","5","5","5","1","2","2","2","2","1","2","1","5","2","1","2","1",NA,"1","1",NA,"1","1","1","1",NA,"2","2","Government","Natural science","Federal/national government","USACanada","S2",-1.14885409828797,-0.727926371831815,0.00665470485681609
"5511","1","1","2","2","1","2","2","2","2","1","3","1","1","2","2","3","2","2","2","1","1","2","4","2","1","1","2","2",NA,"1","2","2","2","1",NA,"2","2","2","Academic","Natural science","Federal/national government","USACanada","S2",-3.08240918983528,-0.14645522371931,0.0342592154655518
"5521","3","2","2","1","1","2","2","2","2","3","3","3","3","3","3","4","1","2","1","3","4","4","2","4","3","2","2","1","1","1","1","1","1","1","1",NA,"1","1","Academic","Natural science","Federal/national government","USACanada","S2",4.49363222885041,-0.761448398752713,0.0747320676111632
"5531","1","2","2","2","2","2","2","2","5","5","5","2","2","2","2","2","1","1","1","1","1","1","5","3","1","1","1","2","1","1",NA,"2","2","2","2","2","2","2","Government","Natural science","Federal/national government","USACanada","S2",-5.185610297309,0.869839375048643,0.0994645381934825
"5541","1","1","1","1","1","1","1","2","4","4","3","4","4","4","2","2","1","1","1","1","1","3","2","4","1","1","1","1","1","1","1",NA,"1","1","1",NA,"2",NA,"Academic","Natural science","State/regional government","USACanada","S2",-0.0290580926893158,-2.25567609794927,0.0183080906814705
"5551","1","2","2","2","2","2","2","2","4","2","4","1","1","4","1","1","1","1","1","1","1","1","3","1","1","1","1","2","1","1","1","2",NA,"1","1","2",NA,"1","Government","Information science","Federal/national government","USACanada","S2",-2.39663117155674,2.12531984908253,0.0369147399151374
"5561","1","2","2","2","2","2","2","2","1","3","4","4",NA,"4","3","3","2","2","2","3","1","1","3","2","1","1","2",NA,"1","1","1",NA,"1","1","1","2","1",NA,"Academic","Natural science","Federal/national government","USACanada","S2",0.614633802621435,-0.692752893898836,0.00308562714664344
"5581","2","1","1","1","1","1","2","2","2","5","3","5","5","5","2","2","2","2","2","2","2","5","2","3","2","2","2",NA,"1",NA,"1","1","1","2","2","2","1","1","Academic","Natural science","Federal/national government","USACanada","S2",1.58431335438051,-3.6422089376437,0.0567553896184292
"5611","2","2","2","2","2","2","2","1","2","1","2","5","2","5","4","5","1","1","2","4","1","2","2","3","1","5","1","2","2","2","2","2","2","2","2","2","2","2","Government","Information science","Federal/national government","USACanada","S2",-2.82639112786365,2.78658789197034,0.0566756088815341
"5621","1","2","2","2","2","2","2","2","2","3","3","2","2","1","3","5","1","1","1","1","1","2","2","1","1","1","2",NA,"1","1",NA,"2","2","1","1",NA,NA,"1","Government","Natural science","Federal/national government","USACanada","S2",-0.547993291859769,1.56485390308817,0.00989013968472324
"5631","3","1","2","2","1","2","2","2","2","3","4","3","3","3","3","3","1","1","1","1","2","5","3","3","1","1","4",NA,"1","1","1",NA,"1",NA,"2","1","1","1","Academic","Physical science","Other","USACanada","S2",2.1570909434611,-0.310099907908939,0.0170859162782502
"5641","1","2","2","2","2","2","2","2","1","2","3","3","3","3","4","5","1","1","1","1","1","1","3","3","2","1","1","2","1","1","2","2","2","2","2","1","1","2","Academic","Physical science","Federal/national government","USACanada","S2",-1.96100087136271,1.78730721559228,0.0253273439772533
"5651","1","2","2","2","2","2","2","2","1","1","2","3","3","3","2","2","4","3","3","2","2","2","4","4","2","2","2","1","1","1","1","2","2",NA,"2","2","2","2","Government","Natural science","Federal/national government","USACanada","S2",-0.804928515065925,-0.622931619138298,0.00372698690340058
"5661","1","1","2","2","1","2","1","1","2","4","3","3","3","3","4","4","2","3","3","4","4","5","3","3","4","2","3","1","1","1",NA,"2","1",NA,NA,"1","1","1","Academic","Natural science","Federal/national government","USACanada","S2",3.95201001530875,0.154246652070246,0.0562748906141554
"5741","2","2","2","2","2","2","2","2","4","4","4","1","4","4","1","1","2","2","3","1","1","1","3","5","1","1","1","2","1","1",NA,"2","2","1","1","2",NA,NA,"Non-Profit","Physical science","Private foundation","USACanada","S2",-2.74718655636128,-0.280721113225541,0.0274350090061841
"5751","1","2","2","2","1","2","1","1","2","1","2","2","1","2","2","2","1","1","1","2","3","5","2","2","1","1","2","2","1","1",NA,NA,NA,"2","2","2","2","2","Government","Natural science","Federal/national government","USACanada","S2",-1.20898538097307,0.223028320923489,0.00543742497499783
"5771","3","2","2","2","2","2","2","1","2","2","4","3","2","2","2","2","1","2","2","2","2","3","1","2","2","1","2",NA,"1","1","1","2","2","2","2","2",NA,"2","Academic","Natural science","Federal/national government","USACanada","S2",-0.333745708979832,-1.99140050857564,0.0146677955989623
"5781","3","2","2","2","2","2","2","2","2","5","2","5","5","4","1","1","1","1","1","1","1","2","1","2","1","1","2",NA,"1",NA,"1","2","1","2","1","2","2","2","Government","Other","Federal/national government","USACanada","S2",-2.19323554189316,-0.0552757651752991,0.0173166481610725
"5801","2","2","2","1","2","2","2","2","2","2","2","3","3","3","5","5","1","1","1","3","5","5","4","3","5","1","3","1","1","1",NA,"1","1","1","1","1","2","1","Academic","Natural science","State/regional government","USACanada","S2",3.47804928406494,5.25664020491575,0.142930912052775
"5811","1","2","2","1","2","2","2","2","1","2","3","2","2","2","2","2","2","2","2","1","1","2","1","2","1","1","1",NA,"1","1",NA,"2","1","1","2","2",NA,"1","Government","Natural science","Federal/national government","USACanada","S2",-1.32235421421978,-0.104945660130018,0.00633052783666434
"5841","1","1","2","2","1","1","2","2","2","5","5","4","4","5","1","1","1","1","1","1","1","4","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","Government","Physical science","Federal/national government","USACanada","S2",-0.635897136394735,0.515228839563541,0.00240979149069955
"5851","2","2","2","2","1","2","2","2","2","4","5","5","5","5","1","2","2","2","2","1","1","5","2","5","1","1","3",NA,"1","1","2","2","2","2","2","2","2","2","Government","Physical science","Federal/national government","USACanada","S2",-2.93662873558872,-1.74229670590564,0.0419462556691944
"5861","1","2","2","2","2","2","2","2","2","3","2","4","5","4","3","3","2","2","2","3","1","1","4","2","2","3","3","2","2","2","1","2","2","2","2","2","2","2","Academic","Information science","Federal/national government","USACanada","S2",-2.48251148672217,-1.08233036491938,0.0263861678225609
"5891","3","2","2","2","1","1","2","2","2","5","1","5","5","3","1","4","1","1","1","1","1","2","4","3","1","1","1","2",NA,"1","1","2","1","1","1","1","2","2","Academic","Social science","Other","USACanada","S2",-1.75509554195654,0.496279805859306,0.0119680983033015
"5931","2","2","1","2","2","2","2","2","2","2","3","5","5","5","3","2","3","3","2","1","2","5","2","2","2","2","1",NA,NA,"1","2",NA,"1","1",NA,"2","1","1","Academic","Natural science","Federal/national government","AsiaSEAsia","S2",1.44698083389147,-1.53490513360785,0.0160083660475393
"5951","1","2","2","2","2","1","2","1","2","2","3","2","4","1","1","2","2","3","3","1","2","3","2","2","1","1","2","1","1","1","1","1","1","1","1","1","1","1","Government","Natural science","Federal/national government","AsiaSEAsia","S2",2.13953652397221,0.321246325674113,0.0168398825926817
"5961","1","2","2","2","1","2","2","1","2","2","5","4","4","5","4","2","4","4","2","2","2","4","2","4","2","3","2","1","1","1",NA,"1",NA,"1","2","2",NA,NA,"Government","Natural science","Federal/national government","AsiaSEAsia","S2",1.02892714993638,-2.34152335448181,0.0235336736984091
"5971","2","2","2","2","2","2","2","2","1","3","2","5","5","3","1","1","1","1","5","2","1","1","5","1","1","1","1","2","1","1","2",NA,"2","1","1",NA,"1","2","Academic","Physical science","Federal/national government","AfricaMENA","S2",-2.28856734590798,3.22714545630754,0.0563102665603381
